,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount,Tiers
108,T3_FARM_CHICKEN_GROWN,https://render.albiononline.com/v1/item/T3_FARM_CHICKEN_GROWN,Chicken ,,,,,,,,,,,,,,,,,,
109,T3_FARM_COMFREY_SEED,https://render.albiononline.com/v1/item/T3_FARM_COMFREY_SEED,Brightleaf Comfrey Seeds ,5000.0,Silver,,,,,,,,,,,,,,,,
110,T3_FARM_HORSE_BABY,https://render.albiononline.com/v1/item/T3_FARM_HORSE_BABY,Journeyman's Foal ,25000.0,Silver,,,,,,,,,,,,,,,,
111,T3_FARM_HORSE_GROWN,https://render.albiononline.com/v1/item/T3_FARM_HORSE_GROWN,Journeyman's Horse ,,,,,,,,,,,,,,,,,,
112,T3_FARM_OX_BABY,https://render.albiononline.com/v1/item/T3_FARM_OX_BABY,Journeyman's Ox Calf ,25000.0,Silver,,,,,,,,,,,,,,,,
113,T3_FARM_OX_GROWN,https://render.albiononline.com/v1/item/T3_FARM_OX_GROWN,Journeyman's Ox ,,,,,,,,,,,,,,,,,,
114,T3_FARM_WHEAT_SEED,https://render.albiononline.com/v1/item/T3_FARM_WHEAT_SEED,Wheat Seeds ,5000.0,Silver,,,,,,,,,,,,,,,,
115,T3_FIBER,https://render.albiononline.com/v1/item/T3_FIBER,Flax ,,,,,,,,,,,,,,,,,,
116,T3_FISH_FRESHWATER_ALL_COMMON,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_ALL_COMMON,Albion Perch ,,,,,,,,,,,,,,,,,,
117,T3_FISH_FRESHWATER_AVALON_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_AVALON_RARE,Whitefog Snapper ,,,,,,,,,,,,,,,,,,
118,T3_FISH_FRESHWATER_FOREST_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_FOREST_RARE,Greenriver Eel ,,,,,,,,,,,,,,,,,,
119,T3_FISH_FRESHWATER_HIGHLANDS_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_HIGHLANDS_RARE,Stonestream Lurcher ,,,,,,,,,,,,,,,,,,
120,T3_FISH_FRESHWATER_MOUNTAIN_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Upland Coldeye ,,,,,,,,,,,,,,,,,,
121,T3_FISH_FRESHWATER_STEPPE_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_STEPPE_RARE,Lowriver Crab ,,,,,,,,,,,,,,,,,,
122,T3_FISH_FRESHWATER_SWAMP_RARE,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_SWAMP_RARE,Greenmoor Clam ,,,,,,,,,,,,,,,,,,
123,T3_FISH_SALTWATER_ALL_COMMON,https://render.albiononline.com/v1/item/T3_FISH_SALTWATER_ALL_COMMON,Striped Mackerel ,,,,,,,,,,,,,,,,,,
124,T3_FISH_SALTWATER_ALL_RARE,https://render.albiononline.com/v1/item/T3_FISH_SALTWATER_ALL_RARE,Shallowshore Squid ,,,,,,,,,,,,,,,,,,
125,T3_FISHINGBAIT,https://render.albiononline.com/v1/item/T1_WORM,Earthworm,,,,,,,,,,,,,,,,,,
126,T3_FLOUR,https://render.albiononline.com/v1/item/T3_FLOUR,Flour ,,38,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,1.0,,,,,,,,,,,,,
127,T3_HEAD_CLOTH_SET1,https://render.albiononline.com/v1/item/T3_HEAD_CLOTH_SET1,Journeyman's Scholar Cowl ,,245,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,,,,
128,T3_HEAD_LEATHER_SET1,https://render.albiononline.com/v1/item/T3_HEAD_LEATHER_SET1,Journeyman's Mercenary Hood ,,245,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,8.0,,,,,,,,,,,,,
129,T3_HEAD_LEATHER_SET1,https://render.albiononline.com/v1/item/T3_HEAD_LEATHER_SET1,Journeyman's Mercenary Hood ,,245,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,8.0,,,,,,,,,,,,,
130,T3_HEAD_PLATE_SET1,https://render.albiononline.com/v1/item/T3_HEAD_PLATE_SET1,Journeyman's Soldier Helmet ,,245,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,,,,
131,T3_HIDE,https://render.albiononline.com/v1/item/T3_HIDE,Thin Hide ,,,,,,,,,,,,,,,,,,
132,T3_LEATHER,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather ,,31,https://render.albiononline.com/v1/item/T3_HIDE,Thin Hide,2.0,https://render.albiononline.com/v1/item/T2_LEATHER,Stiff Leather,1.0,,,,,,,,,,
133,T3_MAIN_ARCANESTAFF,https://render.albiononline.com/v1/item/T3_MAIN_ARCANESTAFF,Journeyman's Arcane Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,
134,T3_MAIN_AXE,https://render.albiononline.com/v1/item/T3_MAIN_AXE,Journeyman's Battleaxe ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,8.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,16.0,,,,,,,,,,
135,T3_MAIN_CURSEDSTAFF,https://render.albiononline.com/v1/item/T3_MAIN_CURSEDSTAFF,Journeyman's Cursed Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,
136,T3_MAIN_DAGGER,https://render.albiononline.com/v1/item/T3_MAIN_DAGGER,Journeyman's Dagger ,,735,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,12.0,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,12.0,,,,,,,,,,
137,T3_MAIN_FIRESTAFF,https://render.albiononline.com/v1/item/T3_MAIN_FIRESTAFF,Journeyman's Fire Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,
138,T3_MAIN_FROSTSTAFF,https://render.albiononline.com/v1/item/T3_MAIN_FROSTSTAFF,Journeyman's Frost Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,
139,T3_MAIN_HAMMER,https://render.albiononline.com/v1/item/T3_MAIN_HAMMER,Journeyman's Hammer ,,735,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,24.0,,,,,,,,,,,,,
140,T3_MAIN_HOLYSTAFF,https://render.albiononline.com/v1/item/T3_MAIN_HOLYSTAFF,Journeyman's Holy Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,
141,T3_MAIN_MACE,https://render.albiononline.com/v1/item/T3_MAIN_MACE,Journeyman's Mace ,,735,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,16.0,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,
142,T3_MAIN_MACE,https://render.albiononline.com/v1/item/T3_MAIN_MACE,Journeyman's Mace ,,735,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,16.0,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,
143,T3_MAIN_NATURESTAFF,https://render.albiononline.com/v1/item/T3_MAIN_NATURESTAFF,Journeyman's Nature Staff ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,
144,T3_MAIN_SPEAR,https://render.albiononline.com/v1/item/T3_MAIN_SPEAR,Journeyman's Spear ,,735,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,16.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,
145,T3_MAIN_SWORD,https://render.albiononline.com/v1/item/T3_MAIN_SWORD,Journeyman's Broadsword ,,735,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,16.0,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,8.0,,,,,,,,,,
146,T3_MEAL_OMELETTE,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE,Chicken Omelette ,,52,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,,,,,,,
147,T3_MEAL_OMELETTE@1,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE@1,Chicken Omelette 1,,74,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,10.0,,,,1
148,T3_MEAL_OMELETTE@2,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE@2,Chicken Omelette 2,,118,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,10.0,,,,2
149,T3_MEAL_OMELETTE@3,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE@3,Chicken Omelette 3,,252,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,10.0,,,,3
150,T3_MEAL_OMELETTE_AVALON,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_AVALON,Avalonian Chicken Omelette ,,52,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,10.0,,,,
151,T3_MEAL_OMELETTE_AVALON@1,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_AVALON@1,Avalonian Chicken Omelette 1,,74,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,10.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,10.0,1
152,T3_MEAL_OMELETTE_AVALON@2,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_AVALON@2,Avalonian Chicken Omelette 2,,118,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,10.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,10.0,2
153,T3_MEAL_OMELETTE_AVALON@3,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_AVALON@3,Avalonian Chicken Omelette 3,,252,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,2.0,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,10.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,10.0,3
154,T3_MEAL_OMELETTE_FISH,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_FISH,Lowriver Crab Omelette ,,77,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_STEPPE_RARE,Lowriver Crab,1.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,,,,,,,
155,T3_MEAL_OMELETTE_FISH@1,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_FISH@1,Lowriver Crab Omelette 1,,144,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_STEPPE_RARE,Lowriver Crab,1.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,3.0,,,,1
156,T3_MEAL_OMELETTE_FISH@2,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_FISH@2,Lowriver Crab Omelette 2,,278,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_STEPPE_RARE,Lowriver Crab,1.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,3.0,,,,2
157,T3_MEAL_OMELETTE_FISH@3,https://render.albiononline.com/v1/item/T3_MEAL_OMELETTE_FISH@3,Lowriver Crab Omelette 3,,678,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_STEPPE_RARE,Lowriver Crab,1.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,3.0,,,,3
158,T3_MEAL_PIE,https://render.albiononline.com/v1/item/T3_MEAL_PIE,Chicken Pie ,,53,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,,,,,,,
159,T3_MEAL_PIE@1,https://render.albiononline.com/v1/item/T3_MEAL_PIE@1,Chicken Pie 1,,75,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,10.0,,,,1
160,T3_MEAL_PIE@2,https://render.albiononline.com/v1/item/T3_MEAL_PIE@2,Chicken Pie 2,,120,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,10.0,,,,2
161,T3_MEAL_PIE@3,https://render.albiononline.com/v1/item/T3_MEAL_PIE@3,Chicken Pie 3,,253,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,4.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,8.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,10.0,,,,3
162,T3_MEAL_PIE_FISH,https://render.albiononline.com/v1/item/T3_MEAL_PIE_FISH,Upland Coldeye Pie ,,1,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Upland Coldeye,1.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,,,,,,,
163,T3_MEAL_PIE_FISH@1,https://render.albiononline.com/v1/item/T3_MEAL_PIE_FISH@1,Upland Coldeye Pie 1,,147,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Upland Coldeye,1.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,3.0,,,,1
164,T3_MEAL_PIE_FISH@2,https://render.albiononline.com/v1/item/T3_MEAL_PIE_FISH@2,Upland Coldeye Pie 2,,281,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Upland Coldeye,1.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,3.0,,,,2
165,T3_MEAL_PIE_FISH@3,https://render.albiononline.com/v1/item/T3_MEAL_PIE_FISH@3,Upland Coldeye Pie 3,,681,https://render.albiononline.com/v1/item/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Upland Coldeye,1.0,https://render.albiononline.com/v1/item/T3_FLOUR,Flour,1.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,1.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,3.0,,,,3
166,T3_MEAL_SOUP,https://render.albiononline.com/v1/item/T3_MEAL_SOUP,Wheat Soup ,,168,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,48.0,,,,,,,,,,,,,
167,T3_MEAL_SOUP@1,https://render.albiononline.com/v1/item/T3_MEAL_SOUP@1,Wheat Soup 1,,235,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,48.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,30.0,,,,,,,,,,1
168,T3_MEAL_SOUP@2,https://render.albiononline.com/v1/item/T3_MEAL_SOUP@2,Wheat Soup 2,,368,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,48.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,30.0,,,,,,,,,,2
169,T3_MEAL_SOUP@3,https://render.albiononline.com/v1/item/T3_MEAL_SOUP@3,Wheat Soup 3,,769,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,48.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,30.0,,,,,,,,,,3
170,T3_MEAL_SOUP_FISH,https://render.albiononline.com/v1/item/T3_MEAL_SOUP_FISH,Murkwater Clam Soup ,,231,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_SWAMP_RARE,Murkwater Clam,1.0,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,2.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,2.0,,,,
171,T3_MEAL_SOUP_FISH@1,https://render.albiononline.com/v1/item/T3_MEAL_SOUP_FISH@1,Murkwater Clam Soup 1,,432,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_SWAMP_RARE,Murkwater Clam,1.0,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,2.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,9.0,1
172,T3_MEAL_SOUP_FISH@2,https://render.albiononline.com/v1/item/T3_MEAL_SOUP_FISH@2,Murkwater Clam Soup 2,,832,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_SWAMP_RARE,Murkwater Clam,1.0,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,2.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,9.0,2
173,T3_MEAL_SOUP_FISH@3,https://render.albiononline.com/v1/item/T3_MEAL_SOUP_FISH@3,Murkwater Clam Soup 3,,2033,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_SWAMP_RARE,Murkwater Clam,1.0,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat,2.0,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,2.0,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken,2.0,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,9.0,3
174,T3_MEAT,https://render.albiononline.com/v1/item/T3_MEAT,Raw Chicken ,,20,https://render.albiononline.com/v1/item/T3_FARM_CHICKEN_GROWN,Chicken,1.0,,,,,,,,,,,,,
175,T3_MOUNT_HORSE,https://render.albiononline.com/v1/item/T3_MOUNT_HORSE,Journeyman's Riding Horse ,,613,https://render.albiononline.com/v1/item/T3_FARM_HORSE_GROWN,Journeyman's Horse,1.0,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,20.0,,,,,,,,,,
176,T3_MOUNT_OX,https://render.albiononline.com/v1/item/T3_MOUNT_OX,Journeyman's Transport Ox ,,919,https://render.albiononline.com/v1/item/T3_FARM_OX_GROWN,Journeyman's Ox,1.0,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,30.0,,,,,,,,,,
177,T3_OFF_BOOK,https://render.albiononline.com/v1/item/T3_OFF_BOOK,Journeyman's Tome of Spells ,,245,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,4.0,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,4.0,,,,,,,,,,
178,T3_OFF_SHIELD,https://render.albiononline.com/v1/item/T3_OFF_SHIELD,Journeyman's Shield ,,245,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,4.0,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,4.0,,,,0,0,0.0,,,,
179,T3_OFF_TORCH,https://render.albiononline.com/v1/item/T3_OFF_TORCH,Journeyman's Torch ,,245,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks,4.0,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,4.0,,,,,,,,,,
180,T3_ORE,https://render.albiononline.com/v1/item/T3_ORE,Tin Ore ,,,,,,,,,,,,,,,,,,
181,T3_PLANKS,https://render.albiononline.com/v1/item/T3_PLANKS,Chestnut Planks ,,31,https://render.albiononline.com/v1/item/T3_WOOD,Chestnut Logs,2.0,https://render.albiononline.com/v1/item/T2_PLANKS,Birch Planks,1.0,,,,,,,,,,
182,T3_POTION_REVIVE,https://render.albiononline.com/v1/item/T3_POTION_REVIVE,Minor Gigantify Potion ,,56,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,8.0,,,,,,,,,,,,,
183,T3_POTION_SLOWFIELD,https://render.albiononline.com/v1/item/T3_POTION_SLOWFIELD,Minor Sticky Potion ,,56,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,8.0,,,,,,,,,,,,,
184,T3_POTION_STONESKIN,https://render.albiononline.com/v1/item/T3_POTION_STONESKIN,Minor Resistance Potion ,,56,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,8.0,,,,,,,,,,,,,
185,T3_RANDOM_DUNGEON_SOLO_TOKEN_1,https://render.albiononline.com/v1/item/T3_RANDOM_DUNGEON_SOLO_TOKEN_1,Journeyman's Dungeon Map ,,,,,,,,,,,,,,,,,,
186,T3_ROCK,https://render.albiononline.com/v1/item/T3_ROCK,Sandstone ,,,,,,,,,,,,,,,,,,
187,T3_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T3_SHOES_CLOTH_SET1,Journeyman's Scholar Sandals ,,245,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,,,,
188,T3_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T3_SHOES_CLOTH_SET1,Journeyman's Scholar Sandals ,,245,https://render.albiononline.com/v1/item/T3_CLOTH,Neat Cloth,8.0,,,,,,,,,,,,,
189,T3_SHOES_LEATHER_SET1,https://render.albiononline.com/v1/item/T3_SHOES_LEATHER_SET1,Journeyman's Mercenary Shoes ,,245,https://render.albiononline.com/v1/item/T3_LEATHER,Thick Leather,8.0,,,,,,,,,,,,,
190,T3_SHOES_PLATE_SET1,https://render.albiononline.com/v1/item/T3_SHOES_PLATE_SET1,Journeyman's Soldier Boots ,,245,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,,,,
191,T3_SHOES_PLATE_SET1,https://render.albiononline.com/v1/item/T3_SHOES_PLATE_SET1,Journeyman's Soldier Boots ,,245,https://render.albiononline.com/v1/item/T3_METALBAR,Bronze Bar,8.0,,,,,,,,,,,,,
192,T3_STONEBLOCK,https://render.albiononline.com/v1/item/T3_STONEBLOCK,Sandstone Block ,,31,https://render.albiononline.com/v1/item/T3_ROCK,Sandstone,2.0,https://render.albiononline.com/v1/item/T2_STONEBLOCK,Limestone Block,1.0,,,,,,,,,,
193,T3_WHEAT,https://render.albiononline.com/v1/item/T3_WHEAT,Sheaf of Wheat ,,,,,,,,,,,,,,,,,,
194,T3_WOOD,https://render.albiononline.com/v1/item/T3_WOOD,Chestnut Logs ,,,,,,,,,,,,,,,,,,
195,T4_2H_ARCANESTAFF,https://render.albiononline.com/v1/item/T4_2H_ARCANESTAFF,Adept's Great Arcane Staff ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,20.0,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,12.0,,,,,,,,,,
196,T4_2H_ARCANESTAFF@1,https://render.albiononline.com/v1/item/T4_2H_ARCANESTAFF@1,Adept's Great Arcane Staff 1,,3001,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL1,Uncommon Pine Planks,20.0,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,12.0,,,,,,,,,,1
197,T4_2H_ARCANESTAFF@2,https://render.albiononline.com/v1/item/T4_2H_ARCANESTAFF@2,Adept's Great Arcane Staff 2,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,20.0,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,12.0,,,,,,,,,,2
