,Page_URL,Text,Crafting_Focus,,
T4_ARTEFACT_HEAD_LEATHER_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_LEATHER_HELL,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T1_HIDE,Used In (4),,,
T4_2H_POLEHAMMER@3,https://albiononline2d.com/en/item/id/T4_2H_POLEHAMMER@3,Crafting Requirements (2),9191,,
T4_2H_DEMONICSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_DEMONICSTAFF@4,Crafting Requirements (2),16085,,
T4_ARTEFACT_OFF_SHIELD_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_SHIELD_HELL,Crafting Requirements (1),,,
T3_2H_TOOL_KNIFE,https://albiononline2d.com/en/item/id/T3_2H_TOOL_KNIFE,Crafting Requirements (2),245,,
T4_ARTEFACT_HEAD_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_LEATHER_MORGANA,Crafting Requirements (1),,,
T4_2H_HOLYSTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF@2,Crafting Requirements (2),5252,,
T4_HEAD_LEATHER_MORGANA@2,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_MORGANA@2,Crafting Requirements (2),1313,,
T4_HIDE_LEVEL4,https://albiononline2d.com/en/item/id/T4_HIDE_LEVEL4,Crafting Requirements (1),,,
T4_2H_BOW,https://albiononline2d.com/en/item/id/T4_2H_BOW,Crafting Requirements (1),1715,,
T4_2H_KNUCKLES_SET2@4,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET2@4,Crafting Requirements (2),16085,,
T4_2H_FLAIL@4,https://albiononline2d.com/en/item/id/T4_2H_FLAIL@4,Crafting Requirements (2),16085,,
T1_MAIN_SWORD,https://albiononline2d.com/en/item/id/T1_MAIN_SWORD,Crafting Requirements (2),0,,
T3_MAIN_DAGGER,https://albiononline2d.com/en/item/id/T3_MAIN_DAGGER,Crafting Requirements (2),735,,
T4_CAPEITEM_FW_MARTLOCK@4,https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_MARTLOCK@4,Crafting Requirements (3),0,,
T4_2H_DIVINESTAFF,https://albiononline2d.com/en/item/id/T4_2H_DIVINESTAFF,Crafting Requirements (2),1715,,
T4_MAIN_1HCROSSBOW,https://albiononline2d.com/en/item/id/T4_MAIN_1HCROSSBOW,Crafting Requirements (2),1286,,
T3_2H_TOOL_PICK,https://albiononline2d.com/en/item/id/T3_2H_TOOL_PICK,Crafting Requirements (2),245,,
T4_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Crafting Requirements (1),,,
T4_2H_WILDSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_WILDSTAFF@4,Crafting Requirements (2),16085,,
T1_MEAL_GRILLEDFISH,https://albiononline2d.com/en/item/id/T1_MEAL_GRILLEDFISH,Crafting Requirements (1),FALSE,,
T4_2H_HOLYSTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF@3,Crafting Requirements (2),9191,,
T4_ARTEFACT_HEAD_LEATHER_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_LEATHER_UNDEAD,Crafting Requirements (1),,,
T4_ARMOR_PLATE_HELL,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_HELL,Crafting Requirements (2),858,,
T3_2H_TOOL_SIEGEHAMMER,https://albiononline2d.com/en/item/id/T3_2H_TOOL_SIEGEHAMMER,Crafting Requirements (2),490,,
T4_2H_KNUCKLES_SET3,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET3,Crafting Requirements (2),1715,,
T4_MAIN_1HCROSSBOW@1,https://albiononline2d.com/en/item/id/T4_MAIN_1HCROSSBOW@1,Crafting Requirements (2),2251,,
T4_CLOTH_LEVEL4,https://albiononline2d.com/en/item/id/T4_CLOTH_LEVEL4,Crafting Requirements (2),1,,
T4_2H_POLEHAMMER@4,https://albiononline2d.com/en/item/id/T4_2H_POLEHAMMER@4,Crafting Requirements (2),16085,,
T4_HEAD_LEATHER_MORGANA@3,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_MORGANA@3,Crafting Requirements (2),2298,,
T4_2H_DIVINESTAFF@1,https://albiononline2d.com/en/item/id/T4_2H_DIVINESTAFF@1,Crafting Requirements (2),3001,,
T4_ARTEFACT_OFF_TALISMAN_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_TALISMAN_AVALON,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T4_ESSENCE,Used In (1),,,
T4_ARTEFACT_HEAD_PLATE_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_PLATE_AVALON,Crafting Requirements (1),,,
T4_2H_BOW@1,https://albiononline2d.com/en/item/id/T4_2H_BOW@1,Crafting Requirements (1),3001,,
T4_MAIN_1HCROSSBOW@3,https://albiononline2d.com/en/item/id/T4_MAIN_1HCROSSBOW@3,Crafting Requirements (2),6893,,
T1_OFF_SHIELD,https://albiononline2d.com/en/item/id/T1_OFF_SHIELD,Crafting Requirements (1),0,,
T3_ARMOR_LEATHER_SET1,https://albiononline2d.com/en/item/id/T3_ARMOR_LEATHER_SET1,Crafting Requirements (1),490,,
,https://albiononline2d.com/en/item/id/T1_ROCK,Used In (6),,,
T4_2H_DIVINESTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_DIVINESTAFF@2,Crafting Requirements (2),5252,,
T4_ARTEFACT_HEAD_PLATE_FEY,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_PLATE_FEY,Crafting Requirements (1),,,
T4_2H_FROSTSTAFF,https://albiononline2d.com/en/item/id/T4_2H_FROSTSTAFF,Crafting Requirements (2),1715,,
T3_MAIN_FIRESTAFF,https://albiononline2d.com/en/item/id/T3_MAIN_FIRESTAFF,Crafting Requirements (2),735,,
T4_HEAD_LEATHER_MORGANA@4,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_MORGANA@4,Crafting Requirements (2),4021,,
T4_ARMOR_CLOTH_HELL,https://albiononline2d.com/en/item/id/T4_ARMOR_CLOTH_HELL,Crafting Requirements (2),858,,
T4_ARTEFACT_OFF_TOTEM_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_TOTEM_KEEPER,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T1_SEAWEED,Used In (4),,,
T4_2H_HOLYSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF@4,Crafting Requirements (2),16085,,
T4_2H_KNUCKLES_SET3@1,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET3@1,Crafting Requirements (2),3001,,
T4_MAIN_1HCROSSBOW@4,https://albiononline2d.com/en/item/id/T4_MAIN_1HCROSSBOW@4,Crafting Requirements (2),12064,,
T4_ARTEFACT_HEAD_PLATE_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_PLATE_HELL,Crafting Requirements (1),,,
T4_ESSENCE_POTION,https://albiononline2d.com/en/item/id/T4_ESSENCE_POTION,Crafting Requirements (1),,,
T3_BAG,https://albiononline2d.com/en/item/id/T3_BAG,Crafting Requirements (2),490,,
T4_2H_DIVINESTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_DIVINESTAFF@3,Crafting Requirements (2),9191,,
T4_2H_FROSTSTAFF@1,https://albiononline2d.com/en/item/id/T4_2H_FROSTSTAFF@1,Crafting Requirements (2),3001,,
T4_ARMOR_PLATE_HELL@1,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_HELL@1,Crafting Requirements (2),1501,,
T1_SHOES_LEATHER_SET1,https://albiononline2d.com/en/item/id/T1_SHOES_LEATHER_SET1,Crafting Requirements (1),0,,
T4_MAIN_ARCANESTAFF,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF,Crafting Requirements (2),1286,,
T4_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Crafting Requirements (1),,,
T4_2H_BOW@2,https://albiononline2d.com/en/item/id/T4_2H_BOW@2,Crafting Requirements (1),5252,,
,https://albiononline2d.com/en/item/id/T1_WOOD,Used In (7),,,
T3_CAPE,https://albiononline2d.com/en/item/id/T3_CAPE,Crafting Requirements (2),245,,
T4_ARTEFACT_HEAD_PLATE_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_PLATE_KEEPER,Crafting Requirements (1),,,
T4_2H_FROSTSTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_FROSTSTAFF@2,Crafting Requirements (2),5252,,
,https://albiononline2d.com/en/item/id/T1_WORM,Used In (3),,,
T4_HEAD_LEATHER_SET1,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_SET1,Crafting Requirements (1),429,,
,https://albiononline2d.com/en/item/id/T3_COMFREY,Used In (35),,,
T4_2H_KNUCKLES_SET3@2,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET3@2,Crafting Requirements (2),5252,,
T3_MAIN_FROSTSTAFF,https://albiononline2d.com/en/item/id/T3_MAIN_FROSTSTAFF,Crafting Requirements (2),735,,
,https://albiononline2d.com/en/item/id/T3_EGG,Used In (36),,,
T4_FARM_BURDOCK_SEED,https://albiononline2d.com/en/item/id/T4_FARM_BURDOCK_SEED,Crafting Requirements (0),TRUE,,
T4_2H_FROSTSTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_FROSTSTAFF@3,Crafting Requirements (2),9191,,
T4_2H_DIVINESTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_DIVINESTAFF@4,Crafting Requirements (2),16085,,
T4_ARTEFACT_HEAD_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_HEAD_PLATE_UNDEAD,Crafting Requirements (1),,,
T4_MAIN_ARCANESTAFF@1,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF@1,Crafting Requirements (2),2251,,
T4_ARTEFACT_SHOES_LEATHER_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_LEATHER_HELL,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T4_FARM_GIANTSTAG_BABY,,,,
T4_2H_HOLYSTAFF_HELL,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF_HELL,Crafting Requirements (3),1715,,
T2_2H_BOW,https://albiononline2d.com/en/item/id/T2_2H_BOW,Crafting Requirements (1),560,,
T3_FARM_CHICKEN_BABY,https://albiononline2d.com/en/item/id/T3_FARM_CHICKEN_BABY,Crafting Requirements (0),TRUE,,
T4_2H_FROSTSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_FROSTSTAFF@4,Crafting Requirements (2),16085,,
,https://albiononline2d.com/en/item/id/T4_FARM_GIANTSTAG_GROWN,Used In (1),,,
T4_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T3_FARM_CHICKEN_GROWN,Used In (1),,,
T4_ARMOR_CLOTH_HELL@1,https://albiononline2d.com/en/item/id/T4_ARMOR_CLOTH_HELL@1,Crafting Requirements (2),1501,,
T4_MAIN_ARCANESTAFF@2,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF@2,Crafting Requirements (2),3939,,
T4_2H_DOUBLEBLADEDSTAFF,https://albiononline2d.com/en/item/id/T4_2H_DOUBLEBLADEDSTAFF,Crafting Requirements (2),1715,,
T4_2H_BOW@3,https://albiononline2d.com/en/item/id/T4_2H_BOW@3,Crafting Requirements (1),9191,,
T2_2H_TOOL_HAMMER,https://albiononline2d.com/en/item/id/T2_2H_TOOL_HAMMER,Crafting Requirements (2),140,,
T4_2H_KNUCKLES_SET3@3,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET3@3,Crafting Requirements (2),9191,,
T4_ARMOR_PLATE_HELL@2,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_HELL@2,Crafting Requirements (2),2626,,
T4_2H_GLACIALSTAFF,https://albiononline2d.com/en/item/id/T4_2H_GLACIALSTAFF,Crafting Requirements (2),1715,,
T3_FARM_COMFREY_SEED,https://albiononline2d.com/en/item/id/T3_FARM_COMFREY_SEED,Crafting Requirements (0),TRUE,,
T4_ARTEFACT_MAIN_CURSEDSTAFF_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_CURSEDSTAFF_AVALON,Crafting Requirements (1),,,
T4_ARTEFACT_SHOES_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Crafting Requirements (1),,,
T4_MAIN_ARCANESTAFF_UNDEAD,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF_UNDEAD,Crafting Requirements (3),1286,,
T2_2H_TOOL_KNIFE,https://albiononline2d.com/en/item/id/T2_2H_TOOL_KNIFE,Crafting Requirements (2),140,,
T4_FARM_GOAT_BABY,https://albiononline2d.com/en/item/id/T4_FARM_GOAT_BABY,Crafting Requirements (0),TRUE,,
T4_2H_QUARTERSTAFF,https://albiononline2d.com/en/item/id/T4_2H_QUARTERSTAFF,Crafting Requirements (2),1715,,
T4_2H_DOUBLEBLADEDSTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_DOUBLEBLADEDSTAFF@2,Crafting Requirements (2),5252,,
T4_HEAD_LEATHER_SET1@1,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_SET1@1,Crafting Requirements (1),750,,
T4_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Crafting Requirements (1),,,
T3_MAIN_HAMMER,https://albiononline2d.com/en/item/id/T3_MAIN_HAMMER,Crafting Requirements (1),735,,
T4_2H_GLACIALSTAFF@1,https://albiononline2d.com/en/item/id/T4_2H_GLACIALSTAFF@1,Crafting Requirements (2),3001,,
T4_MAIN_ARCANESTAFF_UNDEAD@1,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF_UNDEAD@1,Crafting Requirements (3),2251,,
T2_2H_TOOL_PICK,https://albiononline2d.com/en/item/id/T2_2H_TOOL_PICK,Crafting Requirements (2),140,,
T4_2H_KNUCKLES_SET3@4,https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET3@4,Crafting Requirements (2),16085,,
T4_ARTEFACT_SHOES_LEATHER_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_LEATHER_UNDEAD,Crafting Requirements (1),,,
T4_2H_HOLYSTAFF_HELL@1,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF_HELL@1,Crafting Requirements (3),3001,,
,https://albiononline2d.com/en/item/id/T4_FARM_GOAT_GROWN,Used In (1),,,
T3_FARM_HORSE_BABY,https://albiononline2d.com/en/item/id/T3_FARM_HORSE_BABY,Crafting Requirements (0),TRUE,,
,https://albiononline2d.com/en/item/id/T3_FARM_HORSE_GROWN,Used In (2),,,
T4_ARTEFACT_MAIN_FIRESTAFF_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Crafting Requirements (1),,,
T4_2H_GLACIALSTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_GLACIALSTAFF@2,Crafting Requirements (2),5252,,
T4_2H_BOW@4,https://albiononline2d.com/en/item/id/T4_2H_BOW@4,Crafting Requirements (1),16085,,
T4_MAIN_ARCANESTAFF_UNDEAD@2,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF_UNDEAD@2,Crafting Requirements (3),3939,,
T4_ARTEFACT_SHOES_PLATE_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_PLATE_AVALON,Crafting Requirements (1),,,
T4_2H_DOUBLEBLADEDSTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_DOUBLEBLADEDSTAFF@3,Crafting Requirements (2),9191,,
T4_ARMOR_CLOTH_HELL@2,https://albiononline2d.com/en/item/id/T4_ARMOR_CLOTH_HELL@2,Crafting Requirements (2),2626,,
T4_ARTEFACT_MAIN_FROSTSTAFF_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_FROSTSTAFF_AVALON,Crafting Requirements (1),,,
T3_FARM_OX_BABY,https://albiononline2d.com/en/item/id/T3_FARM_OX_BABY,Crafting Requirements (0),TRUE,,
T4_HEAD_LEATHER_SET1@2,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_SET1@2,Crafting Requirements (1),1313,,
T4_MAIN_ARCANESTAFF_UNDEAD@3,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF_UNDEAD@3,Crafting Requirements (3),6893,,
T2_2H_TOOL_SIEGEHAMMER,https://albiononline2d.com/en/item/id/T2_2H_TOOL_SIEGEHAMMER,Crafting Requirements (2),280,,
,https://albiononline2d.com/en/item/id/T3_FARM_OX_GROWN,Used In (2),,,
T4_FARM_HORSE_BABY,https://albiononline2d.com/en/item/id/T4_FARM_HORSE_BABY,Crafting Requirements (0),TRUE,,
T4_ARMOR_PLATE_HELL@3,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_HELL@3,Crafting Requirements (2),4596,,
T4_2H_LONGBOW,https://albiononline2d.com/en/item/id/T4_2H_LONGBOW,Crafting Requirements (1),1715,,
T4_2H_HOLYSTAFF_HELL@2,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF_HELL@2,Crafting Requirements (3),5252,,
T4_2H_DOUBLEBLADEDSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_DOUBLEBLADEDSTAFF@4,Crafting Requirements (2),16085,,
T4_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Crafting Requirements (1),,,
T4_ARTEFACT_SHOES_PLATE_FEY,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_PLATE_FEY,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T4_FARM_HORSE_GROWN,Used In (1),,,
T3_FARM_WHEAT_SEED,https://albiononline2d.com/en/item/id/T3_FARM_WHEAT_SEED,Crafting Requirements (0),TRUE,,
T4_2H_GLACIALSTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_GLACIALSTAFF@3,Crafting Requirements (2),9191,,
T3_MAIN_HOLYSTAFF,https://albiononline2d.com/en/item/id/T3_MAIN_HOLYSTAFF,Crafting Requirements (2),735,,
,https://albiononline2d.com/en/item/id/T2_AGARIC,Used In (12),,,
T4_2H_QUARTERSTAFF@1,https://albiononline2d.com/en/item/id/T4_2H_QUARTERSTAFF@1,Crafting Requirements (2),3001,,
,https://albiononline2d.com/en/item/id/T3_FIBER,Used In (1),,,
T4_2H_BOW_HELL,https://albiononline2d.com/en/item/id/T4_2H_BOW_HELL,Crafting Requirements (2),1715,,
T4_MAIN_ARCANESTAFF_UNDEAD@4,https://albiononline2d.com/en/item/id/T4_MAIN_ARCANESTAFF_UNDEAD@4,Crafting Requirements (3),12064,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_ALL_COMMON,Used In (1),,,
T4_ARTEFACT_MAIN_HOLYSTAFF_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_HOLYSTAFF_AVALON,Crafting Requirements (1),,,
T4_ARTEFACT_SHOES_PLATE_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_PLATE_HELL,Crafting Requirements (1),,,
T4_2H_GLACIALSTAFF@4,https://albiononline2d.com/en/item/id/T4_2H_GLACIALSTAFF@4,Crafting Requirements (2),16085,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_AVALON_RARE,Used In (9),,,
T4_FARM_OX_BABY,https://albiononline2d.com/en/item/id/T4_FARM_OX_BABY,Crafting Requirements (0),TRUE,,
T2_ARMOR_LEATHER_SET1,https://albiononline2d.com/en/item/id/T2_ARMOR_LEATHER_SET1,Crafting Requirements (1),280,,
T4_2H_LONGBOW@1,https://albiononline2d.com/en/item/id/T4_2H_LONGBOW@1,Crafting Requirements (1),3001,,
T4_MAIN_AXE,https://albiononline2d.com/en/item/id/T4_MAIN_AXE,Crafting Requirements (2),1286,,
T4_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_FOREST_RARE,Used In (9),,,
T4_ARMOR_CLOTH_HELL@3,https://albiononline2d.com/en/item/id/T4_ARMOR_CLOTH_HELL@3,Crafting Requirements (2),4596,,
T4_ARTEFACT_SHOES_PLATE_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_PLATE_KEEPER,Crafting Requirements (1),,,
T4_2H_DUALCROSSBOW_HELL,https://albiononline2d.com/en/item/id/T4_2H_DUALCROSSBOW_HELL,Crafting Requirements (3),1715,,
,https://albiononline2d.com/en/item/id/T4_FARM_OX_GROWN,Used In (1),,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_HIGHLANDS_RARE,Used In (9),,,
T4_ARMOR_PLATE_HELL@4,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_HELL@4,Crafting Requirements (2),8042,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_MOUNTAIN_RARE,Used In (9),,,
,https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_STEPPE_RARE,Used In (9),,,
T4_2H_QUARTERSTAFF@2,https://albiononline2d.com/en/item/id/T4_2H_QUARTERSTAFF@2,Crafting Requirements (2),5252,,
T4_ARTEFACT_MAIN_MACE_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_MACE_HELL,Crafting Requirements (1),,,
T4_2H_BOW_HELL@1,https://albiononline2d.com/en/item/id/T4_2H_BOW_HELL@1,Crafting Requirements (2),3001,,
T4_MAIN_AXE@1,https://albiononline2d.com/en/item/id/T4_MAIN_AXE@1,Crafting Requirements (2),2251,,
T4_2H_GLAIVE,https://albiononline2d.com/en/item/id/T4_2H_GLAIVE,Crafting Requirements (2),1715,,
T4_ARTEFACT_SHOES_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_PLATE_UNDEAD,Crafting Requirements (1),,,
T4_HEAD_LEATHER_SET1@4,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_SET1@4,Crafting Requirements (1),4021,,
T2_BAG,https://albiononline2d.com/en/item/id/T2_BAG,Crafting Requirements (2),280,,
T4_2H_HOLYSTAFF_HELL@3,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF_HELL@3,Crafting Requirements (3),9191,,
T4_2H_LONGBOW@2,https://albiononline2d.com/en/item/id/T4_2H_LONGBOW@2,Crafting Requirements (1),5252,,
T4_2H_DUALCROSSBOW_HELL@1,https://albiononline2d.com/en/item/id/T4_2H_DUALCROSSBOW_HELL@1,Crafting Requirements (3),3001,,
T3_MAIN_MACE,https://albiononline2d.com/en/item/id/T3_MAIN_MACE,Crafting Requirements (2),735,,
,https://albiononline2d.com/en/item/id/T2_BEAN,Used In (24),,,
T4_2H_GLAIVE@1,https://albiononline2d.com/en/item/id/T4_2H_GLAIVE@1,Crafting Requirements (2),3001,,
T4_ARTEFACT_MAIN_NATURESTAFF_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_NATURESTAFF_AVALON,Crafting Requirements (1),,,
T4_MAIN_AXE@2,https://albiononline2d.com/en/item/id/T4_MAIN_AXE@2,Crafting Requirements (2),3939,,
T4_BAG,https://albiononline2d.com/en/item/id/T4_BAG,Crafting Requirements (2),858,,
T4_FARM_TURNIP_SEED,https://albiononline2d.com/en/item/id/T4_FARM_TURNIP_SEED,Crafting Requirements (0),TRUE,,
T4_2H_BOW_HELL@2,https://albiononline2d.com/en/item/id/T4_2H_BOW_HELL@2,Crafting Requirements (2),5252,,
T4_2H_HOLYSTAFF_HELL@4,https://albiononline2d.com/en/item/id/T4_2H_HOLYSTAFF_HELL@4,Crafting Requirements (3),16085,,
T4_2H_GLAIVE@2,https://albiononline2d.com/en/item/id/T4_2H_GLAIVE@2,Crafting Requirements (2),5252,,
,https://albiononline2d.com/en/item/id/T4_FIBER,Used In (3),,,
T4_ARTEFACT_MAIN_NATURESTAFF_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Crafting Requirements (1),,,
T4_BAG@1,https://albiononline2d.com/en/item/id/T4_BAG@1,Crafting Requirements (2),1501,,
T4_MAIN_AXE@3,https://albiononline2d.com/en/item/id/T4_MAIN_AXE@3,Crafting Requirements (2),6893,,
T4_2H_DUALCROSSBOW_HELL@2,https://albiononline2d.com/en/item/id/T4_2H_DUALCROSSBOW_HELL@2,Crafting Requirements (3),5252,,
T4_2H_LONGBOW@3,https://albiononline2d.com/en/item/id/T4_2H_LONGBOW@3,Crafting Requirements (1),9191,,
T4_ARMOR_CLOTH_HELL@4,https://albiononline2d.com/en/item/id/T4_ARMOR_CLOTH_HELL@4,Crafting Requirements (2),8042,,
T4_HEAD_LEATHER_SET2,https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_SET2,Crafting Requirements (1),429,,
T4_2H_GLAIVE@3,https://albiononline2d.com/en/item/id/T4_2H_GLAIVE@3,Crafting Requirements (2),9191,,
T2_CAPE,https://albiononline2d.com/en/item/id/T2_CAPE,Crafting Requirements (2),140,,
T4_ARMOR_PLATE_SET1,https://albiononline2d.com/en/item/id/T4_ARMOR_PLATE_SET1,Crafting Requirements (1),858,,
T4_BAG@2,https://albiononline2d.com/en/item/id/T4_BAG@2,Crafting Requirements (2),2626,,
T4_FIBER_LEVEL1,https://albiononline2d.com/en/item/id/T4_FIBER_LEVEL1,Crafting Requirements (1),0,,
T4_ARTEFACT_MAIN_RAPIER_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_RAPIER_MORGANA,Crafting Requirements (1),,,
T4_MAIN_AXE@4,https://albiononline2d.com/en/item/id/T4_MAIN_AXE@4,Crafting Requirements (2),12064,,
T4_2H_BOW_HELL@3,https://albiononline2d.com/en/item/id/T4_2H_BOW_HELL@3,Crafting Requirements (2),9191,,
T2_FARM_AGARIC_SEED,https://albiononline2d.com/en/item/id/T2_FARM_AGARIC_SEED,Crafting Requirements (0),TRUE,,
T4_2H_QUARTERSTAFF@3,https://albiononline2d.com/en/item/id/T4_2H_QUARTERSTAFF@3,Crafting Requirements (2),9191,,
T4_2H_ICEGAUNTLETS_HELL,https://albiononline2d.com/en/item/id/T4_2H_ICEGAUNTLETS_HELL,Crafting Requirements (3),1715,,
T4_2H_DUALCROSSBOW_HELL@3,https://albiononline2d.com/en/item/id/T4_2H_DUALCROSSBOW_HELL@3,Crafting Requirements (3),9191,,
T4_ARTEFACT_MAIN_ROCKMACE_KEEPER,https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_ROCKMACE_KEEPER,Crafting Requirements (1),,,
T4_MAIN_CURSEDSTAFF,https://albiononline2d.com/en/item/id/T4_MAIN_CURSEDSTAFF,Crafting Requirements (2),1286,,
T4_BAG@3,https://albiononline2d.com/en/item/id/T4_BAG@3,Crafting Requirements (2),4596,,
